llm_model,model_pretty,ablation,ablation_pretty,modality,combo_model,prob,nrmse,w_img
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base,Base,text_image,EmpiricalLinear,0.9999881371294213,0.4769519168200419,0.44992270141025
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base,Base,text_image,Bayes(stimulus),1.1732611661459713e-05,0.43632142380109606,0.5164426729899712
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base,Base,text_image,Equal,1.3011547894824485e-07,0.3689644231931138,0.5
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base,Base,text_image,Bayes(range),1.4343854662065822e-10,0.3055490408547088,0.2507609412452046
meta-llama_llama-4-maverick,Llama 4 Maverick,base,Base,text_image,EmpiricalLinear,1.0,0.7446125871186728,0.08475193479672476
meta-llama_llama-4-maverick,Llama 4 Maverick,base,Base,text_image,Bayes(range),4.0371714256332447e-25,0.6205886572782121,0.32750335820592086
meta-llama_llama-4-maverick,Llama 4 Maverick,base,Base,text_image,Equal,4.370632229295024e-33,0.6378829146160704,0.5
meta-llama_llama-4-maverick,Llama 4 Maverick,base,Base,text_image,Bayes(stimulus),1.0599337757187683e-34,0.5984858640404738,0.4571365115520758
openai_gpt-4o-2024-08-06,GPT 4o,base,Base,text_image,EmpiricalLinear,0.9999999999954152,0.41752561325800724,0.3977843835700076
openai_gpt-4o-2024-08-06,GPT 4o,base,Base,text_image,Equal,4.584766428487699e-12,0.5177262018889487,0.5
openai_gpt-4o-2024-08-06,GPT 4o,base,Base,text_image,Bayes(range),3.876466897779525e-17,0.5114625081508115,0.6728245733882326
openai_gpt-4o-2024-08-06,GPT 4o,base,Base,text_image,Bayes(stimulus),8.802008469288198e-18,0.5002515063965491,0.5254138561547641
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base,Base,text_image,Equal,0.9179180322336808,0.48529398190961903,0.5
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base,Base,text_image,EmpiricalLinear,0.0820803482343672,0.488427584378743,0.5771030021439839
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base,Base,text_image,Bayes(range),1.619503107204097e-06,0.42720229864369613,0.2926978421267396
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base,Base,text_image,Bayes(stimulus),2.8844927580033468e-11,0.5508177187359516,0.4953052672908466
openai_gpt-4.1-mini,GPT 4.1 mini,base,Base,text_image,EmpiricalLinear,0.9999999999996524,0.2946300754558676,0.5404307575673948
openai_gpt-4.1-mini,GPT 4.1 mini,base,Base,text_image,Equal,2.8292325912778764e-13,0.29588741233159926,0.5
openai_gpt-4.1-mini,GPT 4.1 mini,base,Base,text_image,Bayes(range),6.482685682301566e-14,0.22761959077915744,0.5690134920932289
openai_gpt-4.1-mini,GPT 4.1 mini,base,Base,text_image,Bayes(stimulus),1.137879111865453e-17,0.3582117345349362,0.5526414695261886
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base,Base,text_image,Bayes(stimulus),0.9995264401210642,0.7299439180327868,0.24424861917807367
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base,Base,text_image,Bayes(range),0.0004407218801799,0.7331713280786379,0.17135114130296647
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base,Base,text_image,EmpiricalLinear,3.2837998755799267e-05,0.843414587494238,0.1027532158106978
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base,Base,text_image,Equal,2.935676303105394e-20,0.8493330738850918,0.5
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base,Base,text_image,Bayes(stimulus),0.9998115415399312,0.6470388167992883,0.21560150009039555
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base,Base,text_image,EmpiricalLinear,0.0001884584600688,0.7011397858716814,0.1540534992934645
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base,Base,text_image,Bayes(range),9.584532007194618e-18,0.5486378833409263,0.2824629437685864
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base,Base,text_image,Equal,3.826056202026341e-27,0.6879927873641466,0.5
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base,Base,text_image,Bayes(stimulus),0.9875397651115564,0.19172189600196532,0.20644043166950404
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base,Base,text_image,EmpiricalLinear,0.0124583777508753,0.22284354945831827,0.21859825949399395
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base,Base,text_image,Bayes(range),1.857137567987325e-06,0.21344087722024865,0.19388429157840892
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base,Base,text_image,Equal,6.49126315594179e-18,0.29286977165631395,0.5
gemma-3-4b-it,Gemma 3 4B it,base,Base,text_image,EmpiricalLinear,0.9999999999857144,0.9660306249970527,-0.11460220816256793
gemma-3-4b-it,Gemma 3 4B it,base,Base,text_image,Bayes(range),1.0043345894040696e-11,1.0318837034117396,0.282377439947227
gemma-3-4b-it,Gemma 3 4B it,base,Base,text_image,Equal,4.241191435623976e-12,1.0348777195008436,0.5
gemma-3-4b-it,Gemma 3 4B it,base,Base,text_image,Bayes(stimulus),1.2083817882187124e-15,1.0966598488945647,0.3117469206522693
