model,scope,k,aic,rmse_to_llm,r2_to_llm,r2_to_truth,rmse_vs_truth,bias_vs_truth,aic_weight,base,LLM_model,w_img,rebased_RMSE
Combo_NonOracle,overall,0.0,-1003.8678159396582,0.0352170107370416,0.9997007339694828,0.99999996119484,0.0003998316012093,2.5042373065331525e-05,0.4738986799116046,base_4,GPT-5 Mini,2.7635708576484263e-06,0.011355117019448817
Combo_Oracle,overall,0.0,-1003.8166870106012,0.0352230132753493,0.999700631944418,0.999999961881696,0.0003962772702806,1.4832579608992089e-15,0.4619372590127372,base_4,GPT-5 Mini,-4.985587064600363e-05,0.01125417491407454
EmpiricalLinear,overall,2.0,-999.8687153681316,0.035216905153259,0.9997007357639334,0.9999999611981067,0.0003998147717402,2.4910883952743803e-05,0.064164061075658,base_4,GPT-5 Mini,0.0,0.011354639066754662
Equal,overall,0.0,-523.5057268805482,0.1746416550924686,0.9926405032000224,0.9932236225961828,0.1670825790733854,0.0238146233753097,2.3247871796680902e-105,base_4,GPT-5 Mini,0.5,4.745103267353926
LLM(Combined),overall,,,0.0,1.0,0.9996990417528134,0.0352115791078574,0.0008901944249505,,base_4,GPT-5 Mini,,1.0
EmpiricalLinear,overall,2.0,262.1857670665945,2.364624471628233,0.6478432736904247,-6.675208750630936,5.623121606222341,4.48687753679385,1.0,base_4,microsoft_phi-4-multimodal-instruct,0.8697087957721401,0.9364707923129861
Equal,overall,0.0,401.02564066863795,3.806659890814929,0.0873594091827424,-0.9138215616871708,2.8079094544329988,1.917093264951888,7.100754754113248e-31,base_4,microsoft_phi-4-multimodal-instruct,0.5,0.46762730306708256
Combo_Oracle,overall,0.0,543.9747819613688,6.130334236673665,-1.3669001418989857,0.5987618901465467,1.2856817094144626,7.579122514774402e-16,6.460898005311922e-62,base_4,microsoft_phi-4-multimodal-instruct,0.06897998953401978,0.21411654475787434
Combo_NonOracle,overall,0.0,583.312733397626,6.989267638375494,-2.0766278755239016,0.2894395278945973,1.710932593549361,-1.1788568972131293,1.854237098976173e-70,base_4,microsoft_phi-4-multimodal-instruct,0.05459295989691461,0.2849375335760663
LLM(Combined),overall,,,0.0,1.0,-7.751887429338032,6.004588346352812,4.675284133333334,,base_4,microsoft_phi-4-multimodal-instruct,,1.0
EmpiricalLinear,overall,2.0,147.08993806617062,1.611179404545846,0.5620089167113039,0.6071930142902218,1.2721021274555335,0.3412275393549459,0.9997018561398672,base_4,mistralai_mistral-small-3.2-24b-instruct,1.0,0.7932192288342756
Combo_Oracle,overall,0.0,163.32521056118716,1.7236038639321616,0.4987523105598967,0.7516705233912393,1.0114548801860477,-1.1368683772161605e-15,0.0002981438601329,base_4,mistralai_mistral-small-3.2-24b-instruct,0.6765111693013894,0.6306926486056726
Equal,overall,0.0,255.52379704749384,2.34373542056481,0.0731816309215547,0.4902047717522334,1.4492064578,-1.0558416032930733,2.842871272479348e-24,base_4,mistralai_mistral-small-3.2-24b-instruct,0.5,0.903652626677924
Combo_NonOracle,overall,0.0,316.7399471841277,2.874273147277277,-0.3939061709460207,0.0547823727897076,1.9733234808039424,-1.6195557698964784,1.44823517360596e-37,base_4,mistralai_mistral-small-3.2-24b-instruct,0.2982511568701119,1.2304657746424421
LLM(Combined),overall,,,0.0,1.0,0.3757008617161613,1.603720738496254,0.6570838704499914,,base_4,mistralai_mistral-small-3.2-24b-instruct,,1.0
Combo_NonOracle,overall,0.0,-149.82548377548375,0.6068835938256932,0.898690560230763,0.9004197761567181,0.6404996941006583,-0.2466262240111585,0.4961168350748777,base_4,anthropic_claude-3.7-sonnet,0.5667960327598301,0.9335934409489485
Equal,overall,0.0,-149.49084954543977,0.6075609182625228,0.8984642972309648,0.8947818276849335,0.6583817051933728,-0.2805426666666666,0.4196807648390418,base_4,anthropic_claude-3.7-sonnet,0.5,0.9596582906606658
EmpiricalLinear,overall,2.0,-146.278006938275,0.6059688542894329,0.898995732128836,0.8983446205011326,0.6471389807715284,-0.2612477013203779,0.0841897378006558,base_4,anthropic_claude-3.7-sonnet,0.5380000682990603,0.9432708764662401
Combo_Oracle,overall,0.0,-128.67360615774464,0.6512172204086332,0.8833483538039372,0.914077490065672,0.5949573787309476,-1.9895196601282807e-15,1.2662285424492713e-05,base_4,anthropic_claude-3.7-sonnet,0.5683716382651797,0.8672108847878701
LLM(Combined),overall,,,0.0,1.0,0.885749656509735,0.6860584768565042,-0.2306233333333331,,base_4,anthropic_claude-3.7-sonnet,,1.0
EmpiricalLinear,overall,2.0,277.1039171114795,2.485183227849657,0.0810617206508648,-8.805007438339635,6.355596852795613,5.755370129457662,1.0,base_4,gemma-3-4b-it,0.9220579120162955,0.9016044237474582
Equal,overall,0.0,378.9582160222694,3.53669987417649,-0.8610838006051558,-2.9348384585161837,4.026204512979107,3.681743333333333,7.631677549638277e-23,base_4,gemma-3-4b-it,0.5,0.5711570264588461
Combo_NonOracle,overall,0.0,490.36368600092896,5.127127803355046,-2.9112700401841014,-0.4859591441468616,2.4742057507852726,2.059842343846474,4.911674517843793e-47,base_4,gemma-3-4b-it,0.16988459717080906,0.3509906153327156
Combo_Oracle,overall,0.0,587.0003961456409,7.075711381893346,-6.449201712865299,0.4658223776089086,1.4834578905525666,-5.684341886080803e-16,5.091369271737842e-68,base_4,gemma-3-4b-it,0.06585668365323653,0.2104432089610827
LLM(Combined),overall,,,0.0,1.0,-11.061903777940875,7.049207707276992,6.606643333333333,,base_4,gemma-3-4b-it,,1.0
Combo_Oracle,overall,0.0,21.435719364099132,1.0795627959235303,0.6269458963072616,0.8066054499765754,0.8817475452097299,-1.3703324189659076e-15,0.9571357375864528,base_3,google_gemini-2.5-flash-lite,0.5260089156580039,0.9004255470821747
EmpiricalLinear,overall,2.0,27.65288245709929,1.088145183451318,0.6209908533337032,0.776968387086257,0.9469027028362416,-0.0077334688928313,0.0427497638526754,base_3,google_gemini-2.5-flash-lite,0.7458999539113023,0.966960882246757
Equal,overall,0.0,39.49820979535259,1.1514995333022366,0.5755724804623852,0.7885374102262087,0.9220169753974434,-0.1921682991077653,0.0001144863132951,base_3,google_gemini-2.5-flash-lite,0.5,0.9415480020347823
Combo_NonOracle,overall,0.0,57.783974715173755,1.2292095718102365,0.516353699919905,0.7667863777304267,0.9682758516222224,-0.2876767914598006,1.2247576741237504e-08,base_3,google_gemini-2.5-flash-lite,0.3726621547560495,0.9887867770769014
LLM(Combined),overall,,,0.0,1.0,0.7614669208310165,0.979256472750056,0.3119182552525268,,base_3,google_gemini-2.5-flash-lite,,1.0
Combo_Oracle,overall,0.0,-88.25205771732645,0.7005741460789452,0.8296384116828124,0.8541433595672342,0.7650857659523335,1.2534776084477577e-15,0.9457318279853448,base_3,meta-llama_llama-4-maverick,0.729054909181006,0.904886435702368
EmpiricalLinear,overall,2.0,-82.53601542814737,0.7054385970859999,0.8272643797365233,0.8100029630894146,0.8732134835374594,-0.2134006795704822,0.0542681720146547,base_3,meta-llama_llama-4-maverick,0.9839276874902191,1.0327718432219386
Combo_NonOracle,overall,0.0,-17.48221310342886,0.9319344543013992,0.6985368695426883,0.7526732365626766,0.9962826707325336,-0.5968342984680169,4.0578080997011397e-16,base_3,meta-llama_llama-4-maverick,0.6175393199188958,1.178328907673555
Equal,overall,0.0,16.7485410710618,1.0698671049749342,0.6026958172123276,0.695125932883037,1.1061327765264053,-0.7198418248750446,1.4968479262705537e-23,base_3,meta-llama_llama-4-maverick,0.5,1.3082514276273998
LLM(Combined),overall,,,0.0,1.0,0.8218695972829717,0.8455047349212147,-0.0511774193548385,,base_3,meta-llama_llama-4-maverick,,1.0
EmpiricalLinear,overall,2.0,-105.24120329638968,0.6947957619363995,0.8428296987076159,0.8980932306604269,0.6479386615771245,-0.2942489599541825,0.998149405467402,base_3,openai_gpt-4o-2024-08-06,0.8121916213918701,0.8594166236710142
Combo_Oracle,overall,0.0,-92.5227955809381,0.7346145650530929,0.8242985952177202,0.9204469814582052,0.5724805143838727,-5.447494307494101e-16,0.0017275411764871,base_3,openai_gpt-4o-2024-08-06,0.7897690408888843,0.7593300106397037
Combo_NonOracle,overall,0.0,-87.23912290012059,0.7476673820310428,0.8179993105883234,0.8472028267173716,0.7933960565501188,-0.5282728358647495,0.0001230533561107,base_3,openai_gpt-4o-2024-08-06,0.6849770769742971,1.0523492432053898
Equal,overall,0.0,-8.955972140360476,0.97058796613187,0.6932913890747759,0.7071469013852774,1.0983918185237906,-0.8685566666666666,1.2334548656729677e-21,base_3,openai_gpt-4o-2024-08-06,0.5,1.4568912832672811
LLM(Combined),overall,,,0.0,1.0,0.8620265468476209,0.7539284716293273,-0.2379566666666665,,base_3,openai_gpt-4o-2024-08-06,,1.0
Combo_NonOracle,overall,0.0,8.387120598781975,1.0315509120688868,0.6633648712851585,0.7872853320695797,0.9498067174453928,-0.526468743306383,0.8805730732646999,base_3,qwen_qwen2.5-vl-32b-instruct,0.96380908907323,0.77733998903298
EmpiricalLinear,overall,2.0,12.38285729498344,1.0315346239940677,0.6633755020641343,0.787861348063614,0.9485198415858068,-0.5256570633800868,0.1194269117423961,base_3,qwen_qwen2.5-vl-32b-instruct,0.9616875171966345,0.7762867852092926
Combo_Oracle,overall,0.0,44.16413349843637,1.177708810339876,0.5612128032681227,0.8535731561091824,0.788037470914169,-4.473787595526556e-16,1.499290401158383e-08,base_3,qwen_qwen2.5-vl-32b-instruct,0.8731959840262737,0.6449449427411699
Equal,overall,0.0,131.84119520979866,1.629544817901321,0.1599392031308532,0.5362608469261558,1.402404833733892,-0.3490227037037036,1.3710513324462752e-27,base_3,qwen_qwen2.5-vl-32b-instruct,0.5,1.1477549464027426
LLM(Combined),overall,,,0.0,1.0,0.6479734508516757,1.2218678195456836,-0.7220282722997037,,base_3,qwen_qwen2.5-vl-32b-instruct,,1.0
Combo_NonOracle,overall,0.0,-675.9740367579496,0.1050575704334207,0.9973571482559964,0.9999713854539908,0.0108573992364169,0.0011848144039213,0.5447324412285603,base_3,GPT-5 Mini,0.0024355042146667043,0.10386193689951806
Combo_Oracle,overall,0.0,-675.192990249551,0.1053314429526006,0.9973433510989178,0.9999726612017518,0.0106126071372573,-3.0819791163594347e-15,0.3686219106610406,base_3,GPT-5 Mini,-0.0017117287057425786,0.10152025442079533
EmpiricalLinear,overall,2.0,-672.2971008590313,0.1049444968958261,0.9973628342008698,0.9999614324452588,0.0126050168301991,0.0022707551148748,0.086645648110399,base_3,GPT-5 Mini,0.013906553185318131,0.12057965578389757
Equal,overall,0.0,-438.7817956828527,0.2316318582300533,0.9871526168144314,0.9889451349849204,0.2134072156661065,0.0482882261041694,1.7003664042497357e-52,base_3,GPT-5 Mini,0.5,2.041454521914562
LLM(Combined),overall,,,0.0,1.0,0.997347386197448,0.1045368453596332,0.0095589737633334,,base_3,GPT-5 Mini,,1.0
EmpiricalLinear,overall,2.0,306.2006857204063,2.738295424784975,0.3186675792425379,-1.570101515050096,3.25392483341845,2.025985341995198,0.942945537525724,base_3,microsoft_phi-4-multimodal-instruct,0.6082956272635053,0.8225795211068949
Equal,overall,0.0,311.8106901860642,2.827432249044685,0.2735882377394822,-0.6679140150504399,2.621314963016335,1.4468876929664278,0.0570544624742759,base_3,microsoft_phi-4-multimodal-instruct,0.5,0.662658210418171
Combo_NonOracle,overall,0.0,402.9474847768114,3.8311241910450633,-0.3336777763045195,0.5773323378675036,1.319568343980168,-0.1769503426262322,9.250945524547146e-22,base_3,microsoft_phi-4-multimodal-instruct,0.19633004220656272,0.3335817365266832
Combo_Oracle,overall,0.0,414.4797053101523,3.981262649893116,-0.4402573912524419,0.748761680202572,1.0173615448104414,6.631732200427602e-16,2.897318588151533e-24,base_3,microsoft_phi-4-multimodal-instruct,-0.0001488399156194365,0.25718503504691276
LLM(Combined),overall,,,0.0,1.0,-2.7983457225877144,3.9557571638056857,2.4361033333333335,,base_3,microsoft_phi-4-multimodal-instruct,,1.0
EmpiricalLinear,overall,2.0,280.79849068473607,2.5159781027875128,0.2921087860564471,0.0849789871770417,1.9415470138955864,0.5355009676097635,0.9999578740094328,base_3,mistralai_mistral-small-3.2-24b-instruct,1.0,0.8969693025576686
Combo_Oracle,overall,0.0,300.94809774033257,2.726886073603636,0.1684530097728445,0.5951887711526815,1.291393668830083,7.579122514774402e-16,4.212599056482866e-05,base_3,mistralai_mistral-small-3.2-24b-instruct,0.42047079239665786,0.596606968653195
Equal,overall,0.0,348.23446568238796,3.1924273502215756,-0.1397112987248505,0.3347210509834989,1.6555193771874643,-1.0014812002058764,2.2721960101411344e-15,base_3,mistralai_mistral-small-3.2-24b-instruct,0.5,0.7648282789439598
Combo_NonOracle,overall,0.0,423.195149900504,4.098620688492296,-0.878573812142817,-0.4588089687836065,2.451498263342651,-2.050586348806461,1.199333694564571e-31,base_3,mistralai_mistral-small-3.2-24b-instruct,0.15871264788596268,1.1325601037493334
LLM(Combined),overall,,,0.0,1.0,-0.1373022727378021,2.1645635010689332,1.1801510979333336,,base_3,mistralai_mistral-small-3.2-24b-instruct,,1.0
Combo_Oracle,overall,0.0,-166.19080694726583,0.5746642300473574,0.9208470335631332,0.95413078421447,0.4347033981534837,7.164639252247678e-16,0.4132524441518554,base_3,anthropic_claude-3.7-sonnet,0.6587054951408592,0.7634212030475244
EmpiricalLinear,overall,2.0,-165.63011363931366,0.5681136955145187,0.9226412608129844,0.9557462724542318,0.4269797773681872,0.0343657661623848,0.3122212269152642,base_3,anthropic_claude-3.7-sonnet,0.6078829820398663,0.749857067370554
Combo_NonOracle,overall,0.0,-164.4077365629793,0.5780899563795732,0.919900516954328,0.9548530174824216,0.4312675106034248,0.0722515550574978,0.1694441644035264,base_3,anthropic_claude-3.7-sonnet,0.7069135359174807,0.7573871360994766
Equal,overall,0.0,-163.4521747719246,0.5799342275925206,0.9193886214897758,0.9504015416596094,0.4520291753120957,-0.0069066666666665,0.1050821645293537,base_3,anthropic_claude-3.7-sonnet,0.5,0.7938485374054922
LLM(Combined),overall,,,0.0,1.0,0.9212967113958044,0.5694148871136641,0.01291,,base_3,anthropic_claude-3.7-sonnet,,1.0
EmpiricalLinear,overall,2.0,428.7465170991457,4.119870470481897,-4.629753900655203,-7.578535959136016,5.944823507275582,4.82648143727543,0.999999937972408,base_3,gemma-3-4b-it,0.9427039001368016,0.7441328121408961
Equal,overall,0.0,461.9378900089293,4.663624645416196,-6.213889140721741,-2.805295258508886,3.959374279731584,3.39581,6.202759210677154e-08,base_3,gemma-3-4b-it,0.5,0.49560770197620907
Combo_NonOracle,overall,0.0,524.227564221795,5.739804864791208,-9.927392497085892,-0.6065842146286973,2.5726702554152903,2.2101971005804923,1.8473705976554383e-21,base_3,gemma-3-4b-it,0.13312648805997684,0.32202946807932403
Combo_Oracle,overall,0.0,619.5161623156746,7.88572272467775,-19.62553828404136,0.5888658752366326,1.301439968664246,-2.652692880171041e-15,3.757490203507202e-42,base_3,gemma-3-4b-it,-0.02944873728501787,0.16290545590284605
LLM(Combined),overall,,,0.0,1.0,-14.492170435101912,7.988928065370639,7.664976666666668,,base_3,gemma-3-4b-it,,1.0
Combo_Oracle,overall,0.0,-34.151889534738984,0.8741911168980991,0.7577274718294493,0.8743895131193155,0.7066313054245958,-3.496765431890257e-16,0.9985142160430136,base_2,google_gemini-2.5-flash-lite,0.4022149974106618,0.9236875193086107
Equal,overall,0.0,-20.82285929420059,0.921290604506936,0.7309179811245152,0.869202758991585,0.7210729698678322,0.2549889763779527,0.0012734799481961,base_2,google_gemini-2.5-flash-lite,0.5,0.9425652354554278
EmpiricalLinear,overall,2.0,-17.06267113011606,0.9204211866859414,0.7314256044848125,0.8685098659232567,0.7229803744807428,0.2477011500490845,0.0001943021587706,base_2,google_gemini-2.5-flash-lite,0.5278445831457963,0.9450585382877423
Combo_NonOracle,overall,0.0,-12.3047912594279,0.9527106323745954,0.7122512689004821,0.8600290519749382,0.7459313779614761,0.2924918023915405,1.8001850019578063e-05,base_2,google_gemini-2.5-flash-lite,0.35671302937046717,0.9750594104653818
LLM(Combined),overall,,,0.0,1.0,0.8527769713004019,0.7650112085021095,0.118532283464567,,base_2,google_gemini-2.5-flash-lite,,1.0
Combo_Oracle,overall,0.0,-82.81793037182204,0.6909257572602369,0.8646308815246804,0.8600466704667213,0.7653973824120669,-3.2513674292593873e-16,0.9840615044645228,base_2,meta-llama_llama-4-maverick,0.6973045454560648,1.074768940797183
Combo_NonOracle,overall,0.0,-73.30503501510485,0.720900163620886,0.8526306789804183,0.8239714146344995,0.8583945559120023,-0.38613059838955,0.0084590825429488,base_2,meta-llama_llama-4-maverick,0.7478814155708252,1.2053553210963608
EmpiricalLinear,overall,2.0,-73.05885414665939,0.7089198951280864,0.8574880890755022,0.8232692672027132,0.860104845441148,-0.351738992459093,0.0074793828885688,base_2,meta-llama_llama-4-maverick,0.8759352674395469,1.2077569050420802
Equal,overall,0.0,-48.21284586799109,0.8063511841269021,0.8156236172003226,0.8020749268808042,0.9102187179758344,-0.4527044642857142,3.010395943168743e-08,base_2,meta-llama_llama-4-maverick,0.5,1.2781266697434088
LLM(Combined),overall,,,0.0,1.0,0.8788417421435502,0.7121506338323775,-0.1346687499999999,,base_2,meta-llama_llama-4-maverick,,1.0
EmpiricalLinear,overall,2.0,-137.82392479535014,0.6232881070393208,0.8920490825313457,0.9437651522218532,0.4813213648384703,-0.0864533751900341,0.5128663240082116,base_2,openai_gpt-4o-2024-08-06,0.8145023986560169,0.6501485044046622
Combo_NonOracle,overall,0.0,-137.71923163859566,0.631874736978398,0.8890542573354253,0.9422713870248042,0.4876721325659253,-0.072025838320803,0.486710093783753,base_2,openai_gpt-4o-2024-08-06,0.8900392409032999,0.6587268523473343
Combo_Oracle,overall,0.0,-123.62587898809794,0.6622671442420687,0.8781248742245055,0.947228088489214,0.4662660454962167,-4.529709940470639e-16,0.0004235822074205,base_2,openai_gpt-4o-2024-08-06,0.82334136147186,0.6298124169821027
Equal,overall,0.0,-82.92411341647525,0.7584990661387352,0.8401330246868316,0.8937409981283797,0.661630083203598,-0.1465233333333332,6.146977359477598e-13,base_2,openai_gpt-4o-2024-08-06,0.5,0.8937018808801699
LLM(Combined),overall,,,0.0,1.0,0.8669605661073392,0.7403252665776936,-0.2733566666666666,,base_2,openai_gpt-4o-2024-08-06,,1.0
EmpiricalLinear,overall,2.0,-53.850506574729685,0.8071375852534204,0.8345916876114803,0.771245410578018,0.984966422575388,-0.687425698971125,0.9999999999999972,base_2,qwen_qwen2.5-vl-32b-instruct,0.9855577427325751,0.8395819863771704
Combo_NonOracle,overall,0.0,13.329316559531062,1.0506067339170804,0.7197519828187229,0.8856263227907913,0.696465422549578,-0.2122104438777573,2.5827760989055695e-15,base_2,qwen_qwen2.5-vl-32b-instruct,0.6312485360389319,0.593664727553121
Combo_Oracle,overall,0.0,23.903120321085897,1.092567111359428,0.6969191932018955,0.8997291215254327,0.6521146060489628,9.210739167260558e-17,1.3062143349765174e-17,base_2,qwen_qwen2.5-vl-32b-instruct,0.7343257882339481,0.5558602443122866
Equal,overall,0.0,54.82223659364468,1.2251279906681256,0.6189121408580118,0.8738558860177599,0.731425358207951,-0.0361740740740739,2.523560112685776e-24,base_2,qwen_qwen2.5-vl-32b-instruct,0.5,0.6234644563062383
LLM(Combined),overall,,,0.0,1.0,0.6754784124385755,1.1731628817163613,-0.7105740740740739,,base_2,qwen_qwen2.5-vl-32b-instruct,,1.0
Combo_Oracle,overall,0.0,-860.6508664993354,0.0567649499642867,0.9992141096964242,0.999441367894854,0.0479728282638934,-9.725553695716373e-16,0.9846437027691064,base_2,GPT-5 Mini,-0.0005790295104216666,1.5334169086165972
EmpiricalLinear,overall,2.0,-852.3293559784535,0.0575885689476269,0.9991911388344112,0.9994292687950712,0.0484895536896695,0.0057911091630158,0.0153562812489125,base_2,GPT-5 Mini,0.005876519839260806,1.549933664740262
Combo_NonOracle,overall,0.0,-824.7782095008819,0.0639751406477748,0.999001785416695,0.9992186494784178,0.0567355580291887,0.0079256334950282,1.598198118029045e-08,base_2,GPT-5 Mini,0.07988475668976384,1.8135112552293653
Equal,overall,0.0,-490.8219532902028,0.1947432649962112,0.9907503285759288,0.9908805362470352,0.1938282292995978,0.0200424767986495,4.852337276885942e-81,base_2,GPT-5 Mini,0.5,6.195579767368428
LLM(Combined),overall,,,0.0,1.0,0.9997624224519605,0.031284921924575,-0.0010597071333332,,base_2,GPT-5 Mini,,1.0
Combo_Oracle,overall,0.0,151.11327224777773,1.6548508890055509,0.5055603696792381,0.8249432815848499,0.849223041394096,1.2552921665095105e-15,0.9482022230458572,base_2,microsoft_phi-4-multimodal-instruct,0.1180834321984795,0.46086807132220925
Equal,overall,0.0,157.46708034717852,1.690273360827966,0.4841666325603879,0.7137397711666105,1.0859576389835224,-0.0623566666666665,0.0395538781088213,base_2,microsoft_phi-4-multimodal-instruct,0.5,0.5893424674327676
EmpiricalLinear,overall,2.0,159.81303321656668,1.6809796986215444,0.4898234709912263,0.7611989471517991,0.9918602738692416,-0.1031612597179973,0.0122397311327124,base_2,microsoft_phi-4-multimodal-instruct,0.4046621657679189,0.5382764116819376
Combo_NonOracle,overall,0.0,175.783183695032,1.7966861595226322,0.4171725708395435,0.8063497204937687,0.8931850425016765,-0.2493933430296645,4.1677126090516235e-06,base_2,microsoft_phi-4-multimodal-instruct,0.0629984197126205,0.4847259763416671
LLM(Combined),overall,,,0.0,1.0,0.175813417609968,1.8426597419901845,0.8186821999999998,,base_2,microsoft_phi-4-multimodal-instruct,,1.0
Combo_NonOracle,overall,0.0,-77.66241910809701,0.7719197150912092,0.8674581164346358,0.8652693319211939,0.7450160161986547,-0.1574066736880495,0.8620024262383587,base_2,mistralai_mistral-small-3.2-24b-instruct,0.7144272937578775,0.931394049730215
EmpiricalLinear,overall,2.0,-73.71565281631179,0.7717827534136036,0.8675051460619772,0.8645161988391208,0.7470954027269318,-0.1572072123063124,0.1198061403563001,base_2,mistralai_mistral-small-3.2-24b-instruct,0.7026015201371004,0.9339936290646411
Combo_Oracle,overall,0.0,-69.88739780847428,0.7921868504594529,0.8604068426251537,0.8710133451116553,0.7289617951732137,-1.480297366166875e-16,0.0176678646950121,base_2,mistralai_mistral-small-3.2-24b-instruct,0.7814871292300405,0.9113236007586022
Equal,overall,0.0,-62.84972892653057,0.8109903722253908,0.8537013667709731,0.8356706773032053,0.8227917154420066,-0.1537899999999999,0.000523568710329,base_2,mistralai_mistral-small-3.2-24b-instruct,0.5,1.0286266218009195
LLM(Combined),overall,,,0.0,1.0,0.8446899551501746,0.7998934676622144,-0.0285773171368098,,base_2,mistralai_mistral-small-3.2-24b-instruct,,1.0
Combo_NonOracle,overall,0.0,-270.23400364908923,0.4062526541096037,0.96045431698154,0.9504483805540304,0.4518156853315137,-0.0817269235915511,0.5199632551825187,base_2,anthropic_claude-3.7-sonnet,0.5363266857092684,0.8124342726654668
Equal,overall,0.0,-269.75433292210016,0.4069027320298222,0.9603276551928164,0.9502521716767548,0.4527093258004153,-0.0757233333333332,0.40908492802656,base_2,anthropic_claude-3.7-sonnet,0.5,0.8140411760288234
EmpiricalLinear,overall,2.0,-266.2352994390216,0.4062508993863959,0.960454658599384,0.9504453789609916,0.4518293695086841,-0.0814309066198561,0.0704149811488054,base_2,anthropic_claude-3.7-sonnet,0.5345355382403556,0.8124588789261332
